Price,Location,Spare,Length,Width,Direction,Amenities
1.45 tỷ,"Đường Sông Ray, Huyện Cẩm Mỹ, Đồng Nai","2,067 m²",--,--,--,0
43.72 tỷ,"Đường Thành Tâm, Chơn Thành, Bình Phước","19,872 m²",--,--,--,0
2.25 tỷ,"Đường Hải Thành, Phường Hải Thành, Quận Dương Kinh, TP Hải Phòng",91 m²,20 m,5 m,--,0
7.5 tỷ,"Đường Đại Lộ Bình Dương, Phường Tân An, TP. Thủ Dầu Một, Bình Dương","1,250 m²",20 m,62.99 m,T.Nam,1
980 triệu,"Đường Trà Cổ, Huyện Tân Phú, Đồng Nai","1,008 m²",--,--,--,0
2.6 tỷ,"Xã Long Khánh, Thị xã Cai Lậy, Tiền Giang",700 m²,--,--,--,0
2.37 tỷ,"Đường Quý Kim Hợp Đức, Đồ Sơn, Hải Phòng",128 m²,23 m,5 m,--,0
480 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",48 m²,--,--,--,0
1.7 tỷ,"Đường DHA3 Thới Hòa, Bến Cát, Bình Dương",100 m²,--,--,--,0
1.85 tỷ,"Phường Hà Khánh, TP. Hạ Long, Quảng Ninh",94.70 m²,21 m,4.78 m,Đ.Nam,1
14 tỷ,"Đường Trần Văn Xã, Phường Trảng Dài, TP. Biên Hòa, Đồng Nai",960 m²,--,20 m,--,0
2.4 tỷ,"Đường Tổ 9, Phường Yên Nghĩa, Quận Hà Đông, TP. HN",77 m²,11 m,7 m,--,0
790 triệu,"Dương Văn Nốt, Thị trấn Gò Dầu, Huyện Gò Dầu, Tây Ninh",150 m²,30 m,5 m,--,1
2.33 tỷ,"Quốc lộ 1A, Xã Ninh Quang, Thị xã Ninh Hòa, Khánh Hòa",600 m²,50 m,9.99 m,--,1
2.73 tỷ,"Phường Mũi Né, TP. Phan Thiết, Bình Thuận",273 m²,--,--,--,0
339 triệu,"Dt788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",115 m²,23 m,5 m,--,1
10.69 tỷ,"Đường An Sơn 38, Xã An Sơn, TP Thuận An, Bình Dương","1,014 m²",--,--,--,0
610 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",60 m²,--,--,--,0
610 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",60 m²,--,--,--,0
1.65 tỷ,"Đường Phước Điền Phước Đồng, Nha Trang, Khánh Hòa",408 m²,--,--,--,0
1.5 tỷ,"Đường Quốc Lộ 55, Xã Lộc Nam, Huyện Bảo Lâm, Lâm Đồng",150 m²,--,--,--,0
1.95 tỷ,"Đường Tỉnh Lộ 1 Ea Nuôl, Buôn Đôn, Đắk Lắk",300 m²,--,--,--,0
280 triệu,"Đường TL 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi",120 m²,20 m,5 m,Đông,1
1.01 tỷ,"Đường Tỉnh Lộ 131 Quang Tiến, Sóc Sơn, Hà Nội",50 m²,11 m,4.6 m,--,0
9 tỷ,"Đường Tư Đình Long Biên, quận Long Biên, Hà Nội",107 m²,18 m,6 m,--,0
1.29 tỷ,"Đường Phú Cường, Phường Phú Lương, Quận Hà Đông, TP Hà Nội",35 m²,--,--,--,0
400 triệu,"Xã Nha Bích, Thị xã Chơn Thành, Bình Phước","3,000 m²",64 m,44 m,--,1
437 triệu,"Xã Long Thuận, Thị xã Gò Công, Tiền Giang",95 m²,--,--,--,1
400 triệu,"DT788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",185 m²,37 m,5 m,--,1
1.7 tỷ,"Xã Nhơn Đức, Huyện Nhà Bè, TP. Hồ Chí Minh",80 m²,16 m,5 m,--,1
1.4 tỷ,"Đường 2/4, xã Bình Thạnh, huyện Đức Trọng, Lâm Đông",150 m²,15 m,10 m,--,0
950 triệu,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An",80 m²,16 m,5 m,--,1
480 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",50 m²,--,--,--,0
899 triệu,"Đường Hùng Vương, Xã Phú Lộc, Huyên Krong Năng, Đăk Lăk",132 m²,22 m,6 m,--,0
3.5 tỷ,"Đường 1A, Xã Hòa Thuận, TP Buôn Ma Thuột, Đăk Lăk","3,200 m²",--,--,--,0
1.28 tỷ,"Xã Định Hiệp, Huyện Dầu Tiếng, Bình Dương",231 m²,11 m,21 m,--,1
899 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,--,--,--,0
1.4 tỷ,"Đường 2/4, Xã Bình Thạnh, Huyện Đức Trọng, Lâm Đồng",150 m²,15 m,10 m,--,0
2.5 tỷ,"Đường Phạm Văn Đồng, Phường Vĩnh Hòa, TP Nha Trang, Khánh Hòa",66 m²,14.5 m,5 m,--,0
2.2 tỷ,"Đường Nguyễn tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, TP. Đà Nẵng",100 m²,5 m,20 m,Đ.Nam,1
7.5 tỷ,"Đường Đại Lộ Bình Dương, Phường Tân An, TP. Thủ Dầu Một, Bình Dương","1,250 m²",63 m,19.99 m,T.Nam,1
500 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",80 m²,20 m,4 m,Tây,1
12 tỷ,"Lô B24 - 01 Phường yết kiêu , hạ long , quảng ninh, Phường Yết Kiêu, TP. Hạ Long, Quảng Ninh",141 m²,12.21 m,12 m,T.Bắc,1
899 triệu,"Đường Hùng Vương, xã Phú Lộc, Huyện Krông Năng, Đăk Lăk.",132 m²,22 m,6 m,--,0
4.1 tỷ,"Đường 179, Xã Phụng Công, Huyện Văn Giang, Hưng Yên",100 m²,20 m,5 m,Bắc,1
2.4 tỷ,"Đường TỔ 9 Yên Nghĩa, Hà Đông, Hà Nội",77 m²,11 m,7 m,--,0
9.4 tỷ,"Đường Phúc Lợi Giang Biên, Long Biên, Hà Nội",80 m²,16 m,5 m,--,0
499 triệu,"QUỐC LỘ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",75 m²,--,--,--,1
589 triệu,"Quốc lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",89 m²,--,--,--,0
1 tỷ,"Đường 4D, Xã Tả Phìn, Thị xã Sa Pa, Lào Cai",652 m²,--,--,--,0
750 triệu,"Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",100 m²,20 m,5 m,--,0
470 triệu,"QL50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",80 m²,20 m,4 m,--,1
1 tỷ,"Đường 4D, Xã Tả Phìn, Thị xã Sa Pa, Lào Cai",652 m²,--,--,--,0
105.45 tỷ,"Đường Thuận Hà, Đắk Song, Đắk Nông","2,850 m²",--,--,--,0
6 tỷ,"Phường Trường Thạnh, TP Thủ Đức, TPHCM",87 m²,--,--,--,0
1.8 tỷ,"Đường Võ Văn Kiệt Thị trấn Quang Minh, Mê Linh, Hà Nội",34 m²,9 m,4 m,--,0
3.25 tỷ,"Đường Mỹ Huề Trung Chánh, Hóc Môn, TPHCM",55 m²,17 m,3.7 m,--,0
1.7 tỷ,"Đường Quốc Lộ 18, Xã An Sinh, Thị xã Đông Triều, Quảng Ninh","2,190 m²",136 m,16 m,--,0
1.2 tỷ,"Xã Ninh Hưng, Thị xã Ninh Hòa, Khánh Hòa",240 m²,33 m,7 m,Nam,0
1.2 tỷ,"Đường 20, Xã Tân Lạc, Huyện Bảo Lâm, Lâm Đồng",174 m²,--,--,--,0
650 triệu,"Xã Đắk Gằn, Huyện Đắk Mil, Đăk Nông","9,000 m²",--,--,--,0
850 triệu,"Đường Thôn 6 Bắc Sơn, An Dương, Hải Phòng",50 m²,--,4 m,--,0
8.5 tỷ,"Đường 43, xã Phiêng Luông, huyện Mộc Châu, Sơn La",502 m²,--,--,--,0
3.35 tỷ,"Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, TP. Hồ Chí Minh",100 m²,5 m,19.99 m,--,0
5.76 tỷ,"Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, TP. Hồ Chí Minh",144 m²,6 m,24 m,--,0
2 tỷ,"Đường Thôn 3, Xã Tân Xã, Huyện Thạch Thất, TP Hà Nội",136 m²,28 m,5 m,--,0
630 triệu,"Dt756, Xã Nha Bích, Thị xã Chơn Thành, Bình Phước","3,000 m²",--,--,--,0
7 tỷ,"Đường Hào Nam, Phường Cát Linh, Quận Đống Đa, TP Hà Nội",35 m²,5 m,7 m,--,0
770 triệu,"Xã Hiệp Thạnh, Huyện Gò Dầu, Tây Ninh",263 m²,--,--,--,1
2.5 tỷ,"Đường Đồng Khởi, Phường Trảng Dài, TP Biên Hòa, Đồng Nai",74 m²,14.8 m,5 m,--,0
1.25 tỷ,"DT609, Xã Điện Hồng, Thị xã Điện Bàn, Quảng Nam",197 m²,20 m,10 m,Đ.Nam,1
300 triệu,"Đường ĐT 755, Xã Phước Sơn, Huyện Bù Đăng, Bình Phước",250 m²,50 m,5 m,--,0
1.18 tỷ,"Đường 3, Xã Uy Nỗ, Huyện Đông Anh, TP Hà Nội",47 m²,11.5 m,4 m,--,0
6.7 tỷ,"Quốc lộ 57B, Xã Giao Long, Huyện Châu Thành, Bến Tre",670 m²,61 m,11 m,T.Nam,1
300 triệu,"Phường Minh Thành, Thị xã Chơn Thành, Bình Phước","1,000 m²",15 m,66 m,--,1
3.4 tỷ,"Đường 4, Phường Linh Đông, TP Thủ Đức, TPHCM",56 m²,15 m,3.7 m,--,0
3.44 tỷ,"Đường 3, Xã Tiên Dương, Huyện Đông Anh, TP Hà Nội",72 m²,16 m,5 m,--,0
1.62 tỷ,"Đường Quốc Lộ 35, Xã Minh Phú, Huyện Sóc Sơn, TP Hà Nội",112 m²,27 m,4 m,--,0
1.55 tỷ,"Phường Tân Định, Thị xã Bến Cát, Bình Dương",135 m²,--,--,--,0
2.5 tỷ,"Đường ĐT 818 Tân Thành, Thủ Thừa, Long An","1,000 m²",93.3 m,10.7 m,--,0
1.18 tỷ,"Đường 3 Xuân Nộn, Đông Anh, Hà Nội",47 m²,11.5 m,4 m,--,0
2 tỷ,"Xã Bình Chánh, Huyện Bình Chánh, TP. Hồ Chí Minh",300 m²,30 m,10 m,--,1
1.68 tỷ,"Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",88 m²,--,--,--,1
1.2 tỷ,"Đường Quốc lộ 1A, Phường 4, TP. Tân An, Long An",130 m²,5 m,25.99 m,--,1
2.08 tỷ,"Xã Bình Thạnh, Huyện Tuy Phong, Bình Thuận","7,172 m²",--,--,--,1
11 tỷ,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, TP. HN",61 m²,15 m,4.3 m,--,0
436 triệu,"Xã Bình Đông, Thị xã Gò Công, Tiền Giang",100 m²,--,--,--,1
22 tỷ,"Xã Tân Mỹ, Huyện Bắc Tân Uyên, Bình Dương","2,396 m²",--,--,--,1
539 triệu,"Đường 13, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",70 m²,14 m,5 m,--,1
6 tỷ,"Đường Quốc lộ 1A, Phường Vĩnh Hòa, TP Nha Trang, Khánh Hòa",830 m²,40 m,12 m,--,0
1.1 tỷ,"Đường Quốc lộ 1A, Xã Cam Hải Tây, Huyện Cam Lâm, Tỉnh Khánh Hòa",98 m²,--,--,--,0
2.04 tỷ,"Phường Trường Thạnh, TP. Thủ Đức, TP. Hồ Chí Minh",97 m²,--,--,--,0
450 triệu,"Đường Tỉnh lộ 786,Xã Long Vĩnh, Châu Thành, Tây Ninh",136 m²,27 m,5 m,--,0
6 tỷ,"Đường Quốc lộ 1A, Xã Vĩnh Lương. Tp Nha Trang, Khánh Hòa",830 m²,40 m,12 m,--,0
983 triệu,"Đường Sông Cầu, xã Sông Cầu, Huyện Khánh Vĩnh, Khánh Hòa",336 m²,--,--,--,0
2.65 tỷ,"Đường Nguyễn Tri Phương, Phường Bửu Hòa, TP. Biên Hòa, Đồng Nai",113 m²,--,5.2 m,--,0
1.35 tỷ,"Xã Lệ Chi, Huyện Gia Lâm, TP. Hà Nội",42 m²,--,--,--,0
1.2 tỷ,"DT5, Xã Ninh Hưng, Thị xã Ninh Hòa, Khánh Hòa",240 m²,33 m,6.96 m,Nam,0
450 triệu,"Đường 10, Xã Tân Viên, Huyện An Lão, TP Hải Phòng",68 m²,12 m,6 m,--,0
12 tỷ,"Đường 15B Bến Nghé, quận 1, TPHCM",173 m²,165.05 m,11.5 m,--,0
900 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,--,0
819 triệu,"Đường 10 Suối Tiên, Diên Khánh, Khánh Hòa",141 m²,28 m,5 m,--,0
915 triệu,"Đường 10 Diên Hòa, Diên Khánh, Khánh Hòa",100 m²,20 m,5 m,--,0
2.9 tỷ,"Đường Nguyễn Văn Tiên Tân Phong, Biên Hòa, Đồng Nai",107 m²,27 m,4 m,--,0
8.6 tỷ,"Đường Tứ Hiệp Tứ Hiệp, Thanh Trì, Hà Nội",76 m²,--,5.8 m,--,0
86 tỷ,"Đường Đặng Văn Bi Bình Thọ, Thủ Đức, TPHCM",715 m²,38 m,24 m,--,0
1.4 tỷ,"Đường 2 Diên Thạnh, Diên Khánh, Khánh Hòa",107 m²,10 m,10 m,--,0
4.1 tỷ,"Đường F Phước Long, Nha Trang, Khánh Hòa",72 m²,16 m,4.5 m,--,0
400 triệu,"Đường 833B, Xã Long Cang, Huyện Cần Đước, Long An",120 m²,17 m,8 m,--,1
2.2 tỷ,"Đường Suối Rồng, Phường Ngọc Xuyên, Quận Đồ Sơn, TP. HP",150 m²,17 m,9 m,--,0
22.5 tỷ,"Hẻm 520 Trần Quốc Toản, Phường An Bình, TP. Biên Hòa, Đồng Nai","1,047 m²",25 m,45 m,--,1
490 triệu,"Phường Phú Thịnh, Thị xã Bình Long, Bình Phước",800 m²,40 m,20 m,--,1
22 tỷ,"Đường Tân Mỹ, Xã Tân Mỹ, Huyện Bắc Tân Uyên, Bình Dương","2,396 m²",--,--,--,0
2.5 tỷ,"Đường Mạc Đăng Doanh, Phường Hưng Đạo, Quận Dương Kinh, TP Hải Phòng",95 m²,18 m,5 m,--,0
348 triệu,"Xã Tân Quan, Huyện Hớn Quản, Bình Phước",500 m²,10 m,49.99 m,--,1
1.7 tỷ,"Đường Tả Thanh Oai Tả Thanh Oai, Thanh Trì, Hà Nội",35 m²,10.3 m,3.08 m,--,0
1.45 tỷ,"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, TP Hà Nội",36 m²,--,--,--,0
1.4 tỷ,"Đường Tỉnh Lộ 28B, Xã Phan Lâm, Huyện Bắc Bình, Bình Thuận","10,000 m²",--,--,--,0
790 triệu,"Hương lộ 80, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh",100 m²,20 m,5 m,--,1
5.18 tỷ,"Hoàng Quốc Việt, Xã Thủy Thanh, Thị xã Hương Thủy, Thừa Thiên Huế",324 m²,16.2 m,20 m,T.Nam,0
950 triệu,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An",90 m²,18 m,5 m,--,1
2.32 tỷ,"Xã Xuân Nộn, Huyện Đông Anh, TP. Hà Nội",145 m²,29 m,5 m,Đ.Nam,0
1.2 tỷ,"Đường 20, xã Tân Lạc, Huyện Bảo Lâm, Lâm Đồng",174 m²,--,--,--,0
3.3 tỷ,"Trảng Trai, Xã Tân Hòa, Huyện Tân Châu, Tây Ninh","5,450 m²",74 m,80 m,Nam,1
3.6 tỷ,"Đường Mạc Đăng Doanh, Phường Đa Phúc, Quận Dương Kinh, TP. HP",75 m²,17 m,5 m,--,0
1.12 tỷ,"Xã Lộc Nga, TP. Bảo Lộc, Lâm Đồng",160 m²,5 m,32 m,--,1
1.5 tỷ,"Xã Đức Hòa Đông, Huyện Đức Hòa, Long An",100 m²,18 m,4.98 m,--,1
3.7 tỷ,"Lê Văn Việt, Phường Tăng Nhơn Phú A, TP. Thủ Đức, TP. Hồ Chí Minh",80 m²,16 m,5.5 m,--,1
1.62 tỷ,"Đường Võ Nguyên Giáp, Xã Bắc Hồng, Huyện Đông Anh, TP. Hà Nội",45 m²,10.3 m,4.4 m,Đ.Nam,1
1.15 tỷ,"Phường Phú Thứ, Quận Cái Răng, thành phố Cần Thơ.",100 m²,--,--,--,0
650 triệu,"Đường Lộc Hưng, xã Lộc Hưng, huyện Lộc Ninh, Bình Phước",265 m²,53 m,5 m,--,0
1.07 tỷ,"Đường Xuân Lộc - Long Khánh, xã Xuân Bắc, huyện Xuân Lộc, Đồng Nai",136 m²,--,--,--,0
479 triệu,"Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh",50 m²,--,--,--,0
550 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",40 m²,--,--,--,0
3 tỷ,"Đường Lê Công Hạnh, Phường Vĩnh Hòa, TP Nha Trang, Khánh Hòa",82 m²,18 m,4.5 m,--,0
750 triệu,"Xã Xuân Giao, Bảo Thắng, Lào Cai",87 m²,14.5 m,6 m,--,0
25 tỷ,"Đường ĐT 849, Xã Tân Mỹ, Huyện Lấp Vò, Đồng Tháp","5,300 m²",--,--,--,0
440 triệu,"Dt788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",238 m²,34 m,7 m,--,1
550 triệu,"Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",60 m²,15 m,4 m,--,1
3.68 tỷ,Đường uy nỗ Đông Anh,64 m²,16 m,4 m,--,0
5.18 tỷ,"Xã Thủy Thanh, Thị xã Hương Thủy, Thừa Thiên Huế",324 m²,20.4 m,16.2 m,T.Nam,1
899 triệu,"Đường Lộc Tân, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,22 m,6 m,Bắc,1
7.4 tỷ,"Đường Nguyễn Chí Thanh, Phường An Hòa, TP Sa Đéc, Đồng Tháp","2,113 m²",128 m,16 m,--,0
349 triệu,"DT788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh",170 m²,34 m,5 m,--,1
780 triệu,"Quốc Lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",110 m²,--,--,--,0
1.06 tỷ,"Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận","8,460 m²",--,--,--,1
1.65 tỷ,"Đường Quốc Lộ 6, Xã Chiềng Sơn, Huyện Mộc Châu, Tỉnh Sơn La",650 m²,45 m,12 m,--,0
628 triệu,"Quốc Lộ 50, Xã Phước Đông, Huyện Cần Đước, Long An",103 m²,18.7 m,5.5 m,Nam,1
570 triệu,"Quốc Lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",100 m²,20 m,5 m,Nam,1
800 triệu,"Đường 131, Xã Quang Tiến, Huyện Sóc Sơn, TP Hà Nội",40 m²,10 m,4 m,--,0
1.9 tỷ,"Liên Phường, Phường Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh",90 m²,18 m,5 m,--,0
450 triệu,"Liên Ấp 2-6, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",48 m²,12 m,4 m,--,1
2.85 tỷ,"Đường Đông Thanh, Xã Đông Thanh, Huyện Lâm Hà, Lâm Đồng",485 m²,80 m,6 m,--,0
680 triệu,"Đường Trừ Văn Thố, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương","1,000 m²",--,--,--,0
450 triệu,"Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh",56 m²,14 m,3.99 m,Tây,1
900 triệu,"Đường 29, xã Phú Lộc, huyện Krông Năng, Đắk Lắk",132 m²,23 m,6 m,--,0
7.4 tỷ,"Đường Nguyễn Chí Thanh, Phường An Hòa, TP. Sa Đéc, Đồng Tháp","2,113 m²",128 m,16 m,--,0
899 triệu,Đường Hùng Vương Phú Lộc,132 m²,22 m,6 m,--,0
5.6 tỷ,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, TP Hà Nội",51 m²,14 m,3.7 m,--,0
2.8 tỷ,"Đường Ba Trại, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang","8,390 m²",195 m,36 m,--,0
40 tỷ,"Đường Bến Tràm, Xã Cửa Dương, TP Phú Quốc, Kiên Giang","6,527 m²",140 m,46 m,--,0
1.95 tỷ,"Đường Thắng Hải, Xã Thắng Hải, Huyện Hàm Tân, Bình Tân","2,400 m²",--,--,--,0
4.7 tỷ,"Đường Nam Hà, Xã Nam Hà, Huyện Lâm Hà, Lâm Đồng","1,610 m²",46 m,35 m,--,0
550 triệu,"Quốc Lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",90 m²,18 m,4.99 m,--,1
1.3 tỷ,"Xã Ninh An, Thị xã Ninh Hòa, Khánh Hòa",235 m²,10 m,23 m,Tây,0
2.85 tỷ,"Liên Xã Phước Vĩnh An - Phạm Văn Cội, Xã Phạm Văn Cội, Huyện Củ Chi, TP. Hồ Chí Minh",742 m²,53 m,14 m,--,1
1.5 tỷ,"Đường Tỉnh Lộ 420, Xã Bình Yên, Huyện Thạch Thất, TP Hà Nội",100 m²,20 m,5 m,--,0
650 triệu,"DT753, Xã Tân Hưng, Huyện Đồng Phú, Bình Phước",300 m²,60 m,5 m,--,1
950 triệu,"Đường B`Lao Xê Rê, Xã Lộc Châu, TP. Bảo Lộc, Lâm Đồng","1,000 m²",55 m,18 m,--,1
15 tỷ,"Đường La Nội, Phường Dương Nội, Quận Hà Đông, TP. HN",100 m²,10.6 m,9.4 m,--,0
3.33 tỷ,"Đường Cao Lỗ, Xã Uy Nỗ, Huyện Đông Anh, TP. Hà Nội",99 m²,4 m,18.5 m,--,1
1.26 tỷ,"Đường Quốc lộ 1A Ninh An, Ninh Hòa, Khánh Hòa",315 m²,27 m,11.5 m,--,0
2.7 tỷ,"Đường 19/5 Ea Kao, Buôn Ma Thuột, DakLak",426 m²,--,--,--,0
1.19 tỷ,"Đường Quốc Lộ 35 Tân Dân, Sóc Sơn, Hà Nội",68 m²,11 m,6 m,--,0
1.79 tỷ,"Đường Đa Phúc Quang Tiến, Sóc Sơn, Hà Nội",76 m²,19 m,4 m,--,0
6.2 tỷ,"387, Xã Tân An Hội, Huyện Củ Chi, TP. Hồ Chí Minh",498.20 m²,50 m,9.99 m,--,1
1.25 tỷ,"Đường Y Moan Cư Ebur, Buôn Ma Thuột, DakLak",80 m²,16 m,5 m,--,0
1.55 tỷ,"Đường Ấp 3 Bàu Đồn, Gò Dầu, Tây Ninh",301 m²,--,--,--,0
890 triệu,"Đường Hoàng Văn Thụ Cam Lộc, Cam Ranh, Khánh Hòa",100 m²,20 m,5 m,--,0
900 triệu,"Đường 29 Krông Năng, huyện Krong Năng, DakLak",132 m²,23 m,6 m,--,0
1.7 tỷ,"Đường Hoàng Văn Thụ Cam Lộc, Cam Ranh, Khánh Hòa",200 m²,20 m,10 m,--,0
899 triệu,"Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk",132 m²,6 m,22 m,--,0
8.87 tỷ,"Đường Nguyễn Viết Xuân, Phường Hà Cầu, Quận Hà Đông, Hà Nội",48 m²,--,--,--,0
780 triệu,"Đường quốc lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang",120 m²,5 m,24 m,--,1
3.3 tỷ,"Đường Trục chính Tân Xã, Xã Tân Xã, huyện Thạch Thất, TP. HN",200 m²,33 m,6 m,--,0
5.65 tỷ,"Đường Lê Đại Hành, Phường Yên Thế, Thành phố Pleiku, Gia Lai",639 m²,--,--,--,0
750 triệu,"DT756 , Xã Minh Lập, Thị xã Chơn Thành, Bình Phước","5,000 m²",--,--,--,0
555 triệu,"DT784, Xã Chà Là, Huyện Dương Minh Châu, Tây Ninh",144 m²,30 m,4.99 m,--,0
280 triệu,"Đường TL 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi",120 m²,20 m,5 m,Đông,1
400 triệu,"Xã Minh Lập, Thị xã Chơn Thành, Bình Phước","2,020 m²",67 m,29.98 m,--,1
10 tỷ,"Đường 43, xã Chiềng Hắc, huyện Mộc Châu, Sơn La","22,000 m²",--,--,--,0
400 triệu,"Xã Tân Quan, Huyện Hớn Quản, Bình Phước",250 m²,--,--,--,0
800 triệu,"Đường Ấp Long Hòa A1, Long Thạnh, Phụng Hiệp, Hậu Giang.",106 m²,--,--,--,0
720 triệu,"DT609, Xã Điện Thọ, Thị xã Điện Bàn, Quảng Nam",100 m²,5 m,20 m,Đ.Nam,1
2.2 tỷ,"Khu chợ Bà Rén mới, Xã Quế Xuân 1, Huyện Quế Sơn, Quảng Nam",104.70 m²,20 m,5.5 m,Đ.Nam,1
3 tỷ,"Đường Lê Công Hạnh Vĩnh Hòa, Nha Trang, Khánh Hòa",82 m²,18 m,4.5 m,--,0
400 triệu,"Xã Tân Quan, Huyện Hớn Quản, Bình Phước",250 m²,--,--,--,0
380 triệu,"Đường 101, Xã La Ngà, Huyện Định Quán, Đồng Nai","1,100 m²",30 m,37 m,--,1
1.2 tỷ,"Phố Khúc Thừa DụĐường Lạc Long Quân, Xã Lộc Quảng, Huyện Bảo Lâm, Lâm Đồng",200 m²,5 m,40 m,--,1
1.45 tỷ,"Đường ĐT 786 Long Chữ, Bến Cầu, Tây Ninh",360 m²,36 m,10 m,--,0
666 triệu,"Đường Lê Văn Nghề Mỹ Phong, Mỹ Tho, Tiền Giang",176 m²,--,--,--,0
10 tỷ,"Đường 43 Chiềng Hắc, Mộc Châu, Sơn La","22,000 m²",--,--,--,0
4.1 tỷ,"Đường F Phước Long, Nha Trang, Khánh Hòa",72 m²,16 m,4.5 m,--,0
1.05 tỷ,"Phố Khúc Thừa Dụ, đường Lạc Long Quân, Xã Lộc Quảng, Huyện Bảo Lâm, Lâm Đồng",150 m²,5 m,30 m,T.Bắc,1
380 triệu,"Thị trấn Cần Đước, Huyện Cần Đước, Long An",105 m²,--,--,--,1
265 triệu,"Đường số 18, Xã Sơn Mỹ, Huyện Hàm Tân, Bình Thuận","2,361 m²",47 m,49 m,--,1
539 triệu,"Đường 13, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",70 m²,14 m,5 m,--,1
165 triệu,"Xã Sơn Mỹ, Huyện Hàm Tân, Bình Thuận","1,334 m²",58 m,23 m,--,1
220 triệu,"Xã Sơn Mỹ, Huyện Hàm Tân, Bình Thuận",270 m²,45 m,6 m,--,1
865 triệu,"Lê Minh Công, Xã Tân Phước, Thị xã La Gi, Bình Thuận","5,583 m²",89 m,89 m,--,1
150 triệu,"Xã Sơn Mỹ, Huyện Hàm Tân, Bình Thuận",745 m²,38 m,20 m,--,1
32.3 tỷ,"Đường số 8, Xã Sơn Mỹ, Huyện Hàm Tân, Bình Thuận","17,000 m²",132 m,152 m,--,1
4.1 tỷ,"Đường F, Phường Phước Long, TP. Nha Trang, Khánh Hòa",72 m²,16 m,4.5 m,--,0
170 triệu,"Xã Sơn Mỹ, Huyện Hàm Tân, Bình Thuận","1,440 m²",52 m,27 m,--,1
850 triệu,"Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",200 m²,20 m,10 m,--,0
690 triệu,"Đường Quốc Lộ 14, xã Cuôr Đăng huyện Cư M’gar tỉnh Đắk Lắk",306 m²,51 m,6 m,--,0
1.2 tỷ,"Đường Nguyễn Kim Công, Phường 4, TP. Tân An, Long An",130 m²,5 m,26 m,--,1
920 triệu,"Phường Thành Tâm, Thị xã Chơn Thành, Bình Phước",100 m²,5 m,20 m,Đông,1
